TransactionID,TransactionAmt,ProductCD,card4,card6,fraud_probability,risk_tier,action
3862691,52.811,C,mastercard,credit,0.9979281100457958,High,Decline / block
3706531,152.347,C,visa,credit,0.9979145543126465,High,Decline / block
4169247,195.383,C,visa,debit,0.9978966838962995,High,Decline / block
3843547,14.386,C,mastercard,credit,0.9978953571470569,High,Decline / block
3970106,70.395,C,mastercard,credit,0.9978814127613919,High,Decline / block
3862714,52.811,C,mastercard,debit,0.9978811255986333,High,Decline / block
3870150,10.698,C,visa,debit,0.9978783484928871,High,Decline / block
3706573,152.347,C,visa,credit,0.9978771670406896,High,Decline / block
3974271,80.416,C,visa,debit,0.9978688779755505,High,Decline / block
3739674,20.104,C,visa,credit,0.9978434464406626,High,Decline / block
3962091,18.444,C,visa,debit,0.9978361662324201,High,Decline / block
3932093,204.728,C,mastercard,credit,0.9978092498310356,High,Decline / block
3761187,31.355,C,visa,debit,0.997804501592799,High,Decline / block
3706393,174.111,C,visa,credit,0.9978034286174845,High,Decline / block
3966199,18.444,C,visa,debit,0.9978009609463195,High,Decline / block
3853564,450.0,H,visa,credit,0.9977939220316767,High,Decline / block
3974276,80.416,C,visa,debit,0.9977921632754118,High,Decline / block
3862706,52.811,C,visa,debit,0.9977871181670195,High,Decline / block
3723610,350.0,R,visa,debit,0.9977823808320921,High,Decline / block
3970460,70.702,C,mastercard,credit,0.9977761547092275,High,Decline / block
4015096,300.0,R,visa,credit,0.9977692464847744,High,Decline / block
3810995,14.386,C,visa,credit,0.9977654656323255,High,Decline / block
3848068,14.386,C,visa,debit,0.9977578886845951,High,Decline / block
3895789,44.389,C,mastercard,credit,0.9977577379228602,High,Decline / block
3974219,80.416,C,visa,credit,0.9977396665340381,High,Decline / block
4032988,150.0,H,visa,debit,0.997735812178542,High,Decline / block
3769141,200.0,R,american express,credit,0.997734542092046,High,Decline / block
4028625,500.0,R,mastercard,debit,0.9977262311561556,High,Decline / block
3710744,191.08,C,visa,credit,0.9977221170854248,High,Decline / block
3706454,152.347,C,visa,credit,0.9977112045710715,High,Decline / block
3706448,152.347,C,visa,credit,0.9977081537041614,High,Decline / block
3862707,52.811,C,mastercard,credit,0.9976754997236411,High,Decline / block
3739656,20.104,C,mastercard,credit,0.9976740803314196,High,Decline / block
3739639,20.104,C,mastercard,credit,0.9976738293980201,High,Decline / block
3895807,44.389,C,mastercard,debit,0.9976644566303831,High,Decline / block
3939410,37.995,C,visa,credit,0.997655458278776,High,Decline / block
3761197,31.355,C,mastercard,credit,0.997655058696459,High,Decline / block
3706526,152.347,C,visa,credit,0.997655013530511,High,Decline / block
3966206,18.444,C,visa,credit,0.9976467787670273,High,Decline / block
3933730,150.0,R,visa,debit,0.9976464479717977,High,Decline / block
3778355,250.0,R,visa,credit,0.9976414902606486,High,Decline / block
3970464,70.702,C,visa,credit,0.9976391295063074,High,Decline / block
3761190,31.355,C,visa,debit,0.9976286282881862,High,Decline / block
3939407,37.995,C,visa,credit,0.9976163840243017,High,Decline / block
3845374,18.444,C,visa,debit,0.9976053047226663,High,Decline / block
3862680,52.811,C,mastercard,debit,0.9975860891923407,High,Decline / block
3737296,20.411,C,mastercard,debit,0.9975767067468353,High,Decline / block
3845363,18.444,C,visa,debit,0.9975762815770124,High,Decline / block
3710252,92.835,C,visa,debit,0.9975651975614684,High,Decline / block
3735652,141.404,C,mastercard,debit,0.9975630594397347,High,Decline / block
3974120,80.416,C,mastercard,credit,0.9975463655816985,High,Decline / block
3862672,52.811,C,visa,debit,0.9975422055918414,High,Decline / block
3974165,80.416,C,mastercard,credit,0.997539618183742,High,Decline / block
3767180,16.6,C,mastercard,credit,0.9975391515573233,High,Decline / block
3767181,16.6,C,mastercard,credit,0.9975391515573233,High,Decline / block
3862668,52.811,C,visa,credit,0.9975380685266138,High,Decline / block
3974142,80.416,C,visa,credit,0.9975296895421901,High,Decline / block
3697930,66.153,C,mastercard,credit,0.9975277510380454,High,Decline / block
3845466,18.444,C,visa,debit,0.9975271370434385,High,Decline / block
3843549,14.386,C,mastercard,credit,0.997514133180762,High,Decline / block
3739636,20.104,C,mastercard,debit,0.9975126976721012,High,Decline / block
3706547,152.347,C,mastercard,credit,0.9975122282830201,High,Decline / block
3803155,21.641,C,mastercard,debit,0.9975104113673996,High,Decline / block
3970445,70.702,C,mastercard,credit,0.9975103968241152,High,Decline / block
3778908,200.0,R,visa,credit,0.997506144144002,High,Decline / block
3862650,52.811,C,mastercard,credit,0.9975048197178266,High,Decline / block
3970458,70.702,C,mastercard,credit,0.9975019961122874,High,Decline / block
3974144,80.416,C,mastercard,credit,0.9974961227778862,High,Decline / block
3797142,9.099,C,mastercard,credit,0.9974903112265446,High,Decline / block
3706568,152.347,C,visa,credit,0.9974892677624608,High,Decline / block
3735658,141.404,C,mastercard,debit,0.9974676988699522,High,Decline / block
3845596,200.0,S,visa,debit,0.9974649078085698,High,Decline / block
3706552,152.347,C,mastercard,credit,0.9974599279553945,High,Decline / block
3969772,70.395,C,mastercard,credit,0.9974422341334277,High,Decline / block
3688866,27.666,C,visa,credit,0.9974407441523738,High,Decline / block
3706506,152.347,C,visa,credit,0.9974392368227112,High,Decline / block
3767194,16.6,C,mastercard,credit,0.9974239825192093,High,Decline / block
3843548,14.386,C,visa,credit,0.997420335914517,High,Decline / block
3735634,176.755,C,visa,credit,0.9974043546436687,High,Decline / block
3674923,14.386,C,mastercard,credit,0.9974023935639993,High,Decline / block
3939413,37.995,C,visa,credit,0.9973953352325324,High,Decline / block
3690160,87.056,C,visa,credit,0.9973867773906987,High,Decline / block
3843546,14.386,C,visa,credit,0.9973822026892978,High,Decline / block
3840672,10.575,C,mastercard,credit,0.9973747345290741,High,Decline / block
3706530,152.347,C,mastercard,credit,0.9973648804000438,High,Decline / block
3856726,146.445,C,mastercard,credit,0.9973613108878024,High,Decline / block
3970456,70.702,C,mastercard,credit,0.9973423442160757,High,Decline / block
4088279,44.88,C,mastercard,credit,0.997339529051586,High,Decline / block
3866045,22.993,C,mastercard,credit,0.9973383423770784,High,Decline / block
4147350,200.0,R,mastercard,debit,0.9973276196714429,High,Decline / block
3939418,37.995,C,visa,credit,0.9973154021147762,High,Decline / block
3969788,70.395,C,mastercard,credit,0.997305887056198,High,Decline / block
3969781,70.395,C,mastercard,credit,0.997305887056198,High,Decline / block
3974381,80.416,C,mastercard,credit,0.9973028463390516,High,Decline / block
3739188,14.386,C,visa,credit,0.9972894138173352,High,Decline / block
3702079,78.571,C,visa,credit,0.9972850942814615,High,Decline / block
3735655,141.404,C,visa,credit,0.997280751738581,High,Decline / block
3766538,8.607,C,mastercard,debit,0.9972677818552171,High,Decline / block
3859893,23.239,C,mastercard,debit,0.997250352135536,High,Decline / block
3724140,250.0,R,visa,debit,0.9972500319328317,High,Decline / block
3737292,20.411,C,mastercard,debit,0.9972422379578786,High,Decline / block
3698335,80.17,C,mastercard,credit,0.9972257652363088,High,Decline / block
3848449,14.386,C,visa,credit,0.9972140362664831,High,Decline / block
3706500,152.347,C,mastercard,credit,0.9972033344149176,High,Decline / block
3840584,273.094,C,visa,debit,0.9971875556251684,High,Decline / block
3998395,13.034,C,visa,debit,0.9971839312394322,High,Decline / block
3702080,78.571,C,visa,credit,0.9971833342651416,High,Decline / block
3706493,152.347,C,visa,credit,0.9971798945873948,High,Decline / block
3710761,191.08,C,visa,credit,0.9971727002462547,High,Decline / block
3970120,70.395,C,visa,credit,0.9971718148649121,High,Decline / block
3951140,33.875,C,mastercard,credit,0.9971442953712961,High,Decline / block
3706579,152.347,C,mastercard,credit,0.9971427783601813,High,Decline / block
3845641,100.0,S,visa,debit,0.9971396326896389,High,Decline / block
3761185,31.355,C,visa,credit,0.9971297334211054,High,Decline / block
3767191,16.6,C,mastercard,credit,0.9971201670151283,High,Decline / block
3970451,70.702,C,mastercard,credit,0.9971180950329939,High,Decline / block
3969777,70.395,C,mastercard,credit,0.9971093156113587,High,Decline / block
3969933,70.395,C,mastercard,credit,0.9971071689601627,High,Decline / block
3770217,231.411,C,visa,debit,0.9971039254215848,High,Decline / block
3706497,152.347,C,visa,credit,0.9971010525059596,High,Decline / block
3738255,68.12,C,mastercard,debit,0.9970809445953369,High,Decline / block
3702076,78.571,C,visa,credit,0.9970786548909706,High,Decline / block
3969792,70.395,C,mastercard,credit,0.9970785706811143,High,Decline / block
3974386,80.416,C,mastercard,credit,0.9970752741551849,High,Decline / block
3710411,92.835,C,visa,credit,0.9970698188135759,High,Decline / block
3688635,41.499,C,visa,debit,0.9970547718618766,High,Decline / block
3767183,16.6,C,mastercard,credit,0.9970501404412044,High,Decline / block
3767179,16.6,C,mastercard,credit,0.9970501404412044,High,Decline / block
3767184,16.6,C,mastercard,credit,0.9970501404412044,High,Decline / block
3970442,70.702,C,mastercard,credit,0.9970436362953529,High,Decline / block
3739666,20.104,C,visa,credit,0.9970418718353107,High,Decline / block
3840666,10.575,C,mastercard,credit,0.9970382514630333,High,Decline / block
3688816,27.666,C,mastercard,credit,0.9970351911569675,High,Decline / block
3969691,70.395,C,visa,credit,0.9970336806883666,High,Decline / block
3866048,22.993,C,mastercard,debit,0.9970180547723843,High,Decline / block
3697865,300.0,R,visa,debit,0.9970006706256911,High,Decline / block
3753747,68.673,C,mastercard,credit,0.9969952101770321,High,Decline / block
3862695,52.811,C,visa,debit,0.9969862161852521,High,Decline / block
3862699,52.811,C,visa,debit,0.9969862161852521,High,Decline / block
3739412,200.0,R,visa,debit,0.9969846292059447,High,Decline / block
3864796,79.432,C,visa,credit,0.9969822010523021,High,Decline / block
3668748,8.361,C,mastercard,credit,0.9969773812059208,High,Decline / block
3974351,80.416,C,mastercard,credit,0.996974918375994,High,Decline / block
3969886,70.395,C,visa,credit,0.9969731371823247,High,Decline / block
3808785,6.148,C,mastercard,debit,0.9969713337164885,High,Decline / block
3702073,78.571,C,visa,credit,0.9969691806350665,High,Decline / block
3840680,10.575,C,visa,credit,0.9969615388960852,High,Decline / block
3840684,10.575,C,visa,credit,0.996955176792657,High,Decline / block
3739377,250.0,R,mastercard,debit,0.9969469950164009,High,Decline / block
3702457,100.0,S,mastercard,credit,0.9969435590188804,High,Decline / block
3810936,8.361,C,visa,debit,0.9969319964354413,High,Decline / block
4117428,300.0,R,visa,debit,0.9969239632308452,High,Decline / block
3688622,41.499,C,mastercard,credit,0.9969217119209854,High,Decline / block
3766322,150.0,R,mastercard,credit,0.9969189502429485,High,Decline / block
3706411,174.111,C,visa,credit,0.9969166565103952,High,Decline / block
3777019,18.936,C,visa,debit,0.9969071471612382,High,Decline / block
3848448,14.386,C,mastercard,credit,0.9969044509802774,High,Decline / block
3706377,174.111,C,mastercard,credit,0.9969039855142264,High,Decline / block
3974363,80.416,C,mastercard,credit,0.9968921166774609,High,Decline / block
3720857,325.0,R,visa,credit,0.9968870150251019,High,Decline / block
3688838,27.666,C,visa,credit,0.9968834965992864,High,Decline / block
3810996,14.386,C,mastercard,debit,0.9968829723631927,High,Decline / block
3706432,152.347,C,visa,credit,0.9968811794527564,High,Decline / block
3856722,146.445,C,visa,credit,0.996880489444261,High,Decline / block
3855964,331.685,C,visa,credit,0.9968725328975306,High,Decline / block
3706404,174.111,C,mastercard,credit,0.9968718472493086,High,Decline / block
3982405,250.0,R,mastercard,credit,0.9968667230550362,High,Decline / block
3855609,28.035,C,visa,credit,0.996856678417925,High,Decline / block
3767176,16.6,C,mastercard,credit,0.9968563164248475,High,Decline / block
3845360,18.444,C,visa,debit,0.9968538663880401,High,Decline / block
4127843,150.0,R,mastercard,credit,0.9968528415390477,High,Decline / block
3840707,10.575,C,mastercard,credit,0.9968424247692157,High,Decline / block
3710760,191.08,C,mastercard,credit,0.9968417633231949,High,Decline / block
3729076,150.0,R,mastercard,credit,0.9968405806006398,High,Decline / block
3931240,21.026,C,visa,credit,0.9968278484976362,High,Decline / block
3753745,68.673,C,mastercard,credit,0.9968225867213971,High,Decline / block
3751864,49.983,C,mastercard,debit,0.9968184174290335,High,Decline / block
3755087,17.214,C,mastercard,credit,0.9968074396254866,High,Decline / block
3974344,80.416,C,visa,credit,0.9967987437917036,High,Decline / block
3702009,52.442,C,mastercard,credit,0.9967984375139248,High,Decline / block
3702084,78.571,C,mastercard,credit,0.9967914619058721,High,Decline / block
3969896,70.395,C,visa,credit,0.9967904303429597,High,Decline / block
3710257,92.835,C,visa,debit,0.9967854413079954,High,Decline / block
4030733,150.0,H,mastercard,debit,0.99678381064573,High,Decline / block
3969666,70.395,C,visa,credit,0.9967834709159441,High,Decline / block
3969699,70.395,C,visa,credit,0.9967834709159441,High,Decline / block
3810986,14.386,C,mastercard,credit,0.9967668074246078,High,Decline / block
3692287,8.361,C,visa,credit,0.996765162688434,High,Decline / block
3840580,273.094,C,visa,debit,0.9967650946733965,High,Decline / block
3974129,80.416,C,visa,credit,0.9967599423662731,High,Decline / block
3738282,68.12,C,mastercard,debit,0.9967598539685139,High,Decline / block
3738275,68.12,C,mastercard,debit,0.9967598539685139,High,Decline / block
3738262,68.12,C,mastercard,debit,0.9967598539685139,High,Decline / block
3783419,9.529,C,visa,debit,0.9967578632974339,High,Decline / block
3698333,80.17,C,mastercard,credit,0.9967538329963272,High,Decline / block
3929706,70.825,C,visa,debit,0.9967447242764647,High,Decline / block
3969904,70.395,C,visa,credit,0.9967363684940334,High,Decline / block
3688827,27.666,C,visa,credit,0.9967308865132409,High,Decline / block
3706537,152.347,C,mastercard,credit,0.996728579759319,High,Decline / block
3974368,80.416,C,mastercard,credit,0.996719768295114,High,Decline / block
3881455,37.872,C,visa,debit,0.9967140641137064,High,Decline / block
3803687,300.0,R,american express,credit,0.9967138873762215,High,Decline / block
3859932,23.239,C,visa,debit,0.9967133103565179,High,Decline / block
3706383,174.111,C,visa,credit,0.9967103806478045,High,Decline / block
3710424,8.361,C,visa,credit,0.9966992731042138,High,Decline / block
3706409,174.111,C,visa,credit,0.9966928269481804,High,Decline / block
3751859,49.983,C,visa,credit,0.996656680914152,High,Decline / block
3862710,52.811,C,visa,debit,0.996655231488081,High,Decline / block
3862703,52.811,C,visa,debit,0.996655231488081,High,Decline / block
3706584,152.347,C,mastercard,credit,0.9966503585008104,High,Decline / block
3682063,56.807,C,visa,debit,0.9966453746225733,High,Decline / block
3751871,49.983,C,visa,credit,0.9966355174462805,High,Decline / block
3939427,37.995,C,visa,credit,0.9966353541673637,High,Decline / block
3751862,49.983,C,mastercard,debit,0.9966094372851558,High,Decline / block
3840677,10.575,C,mastercard,debit,0.9966052729981209,High,Decline / block
3824325,46.11,C,mastercard,credit,0.9965997640786627,High,Decline / block
3767171,16.6,C,visa,credit,0.9965912591587751,High,Decline / block
3855959,331.685,C,visa,credit,0.9965851643469339,High,Decline / block
3783978,67.874,C,visa,credit,0.996583974004911,High,Decline / block
3974366,80.416,C,mastercard,credit,0.9965792467785507,High,Decline / block
3750173,27.42,C,mastercard,credit,0.9965752025336436,High,Decline / block
3852421,45.741,C,mastercard,credit,0.9965720381074877,High,Decline / block
3721897,475.0,R,visa,credit,0.9965715944753513,High,Decline / block
3974355,80.416,C,mastercard,credit,0.9965674867016994,High,Decline / block
3974372,80.416,C,mastercard,credit,0.9965674867016994,High,Decline / block
4089163,225.0,S,visa,debit,0.9965633827312868,High,Decline / block
4148650,36.532,C,visa,credit,0.9965475610805625,High,Decline / block
3759537,28.096,C,visa,credit,0.9965458266073269,High,Decline / block
3702065,78.571,C,visa,credit,0.9965417913365724,High,Decline / block
3790124,150.0,H,visa,debit,0.9965380004651304,High,Decline / block
4049377,5.41,C,mastercard,credit,0.9965359218678829,High,Decline / block
3939435,37.995,C,visa,credit,0.9965342927388124,High,Decline / block
3824319,46.11,C,mastercard,credit,0.9965275288802294,High,Decline / block
3698415,80.17,C,visa,credit,0.9965266422204696,High,Decline / block
3797138,9.099,C,visa,credit,0.9965206354486655,High,Decline / block
3969856,70.395,C,visa,credit,0.996519773963861,High,Decline / block
4049383,5.41,C,mastercard,credit,0.9965164620621154,High,Decline / block
3871212,73.161,C,mastercard,credit,0.9965160330203651,High,Decline / block
3721909,250.0,R,visa,credit,0.9965003416003565,High,Decline / block
3794798,300.0,R,visa,credit,0.996494232164361,High,Decline / block
3767168,16.6,C,visa,credit,0.9964835442460117,High,Decline / block
3702072,78.571,C,visa,credit,0.9964650779659074,High,Decline / block
3765345,4.181,C,visa,debit,0.9964630137600441,High,Decline / block
3721906,250.0,R,visa,credit,0.996451458006156,High,Decline / block
3723583,350.0,R,mastercard,credit,0.9964399926539836,High,Decline / block
3974297,80.416,C,visa,credit,0.9964376987733533,High,Decline / block
